teks,label
"dan aku cabut penisku saat dia demikian bergetar dan menyedot sedot penisku sehingga aku tak tahan lagi untuk menyemburkan spermaku dan saat itu aku merasa dia terlepas dari penisku, dia bangkit dan menyongsong batang penisku dengan mulutnya menyambut semburan spermaku sambil tangannya menggosok lubang clitorisnya, ditimpali dengan lenguhannya yang tidak beraturan dimulutnya cppokklep plekk clepk clkek cslckek bunyi mulutnya mengemot dan menyedot penisku sementara aku terasa bergetar dan tenagaku berangsur-angsur lemas, sampai dia menjilati sisa sperma pada penisku dengan bersih",1
kami kembali berpagut lama dengan saling rabaan dan remasan masih dalam keadaan tanpa busana,1
itulah pengalaman pertama kaliku menikmati hubungan seks dengan seorang gadis kampung bernama nani,1
"menjadi budak nafsu tante girang cerita bokep calon mertua ku bispak hisap kuat penisku partner ngentot officepikiran erotis saya mulai bergelora lagi, menghayalkan seandainya saya bisa meraba-raba kemulusan pahanya",1
dia sama sekali tidak berontak dan mulai memejamkan matanya menikmati percumbuan ini,1
saya meraba naik turun sambil sedikit meremasnya,1
lama-lama saya merasa kurang lengkap kalau hanya meraba bagian pahanya saja,1
sekarang saya ingin sekali untuk menikmati buah dadanya,1
dan mulailah tersembul keindahan buah dadanya yang putih dengan puting kecoklatan di atasnya,1
akhirnya saya mulai meraba dan meremas-remas salah satu buah dadanya dan kembali saya lumat bibir mungilnyakadang susan menghembuskan nafas dari hidungnya cepat hingga terdengar seperti orang sedang mendesah,1
susan membiarkan saya menikmati tubuhnya,1
"saat saya rebahkan tubuhnya di sofa dan mulut saya siap melumat puting susunya, susan menolak saya sambil mengatakan, ben, jangan di sini, di kamar saya aja!, ajaknya dan kemudian bangun, mengambil baju kaos dan bh-nya di lantai dan berjalan menuju kamar tidurnyabegitu pintu ditutup dan dikunci, saya langsung memeluk susan yang sudah telnjang dada dan kembali melumat bibir mungilnya lalu meraba-raba tubuhnya sambil bersandar di tembok kamarnyasusan mulai mendesah pertanda birahinya semakin menjadi-jadi",1
"saking gemesnya saya sama tubuh susan, tidak lama tangan saya turun dan mulai meraba dan meremas bongkahan pantatnya yang begitu montoknya",1
susan mulai mengerang geli,1
"dalam posisi agak jongkok dan tangan saya memegang pinggulnya, saya mulai menggerogoti puting susu susan satu persatu yang membuat susan kadang menggelinjang geli, dan sesekali melenguh gelisaya jilat, gigit, kulum dan saya hisap puting susu susan, hingga susan mulai lemas",1
"perlahan tangan saya meraba kedua pahanya lagi dan rabaan mulai naik menuju pangkal pahanyasaya raba pantatnya, begitu mulus dan kenyal, sekenyal buah dadanya",1
"dan saat rabaan saya yang berikutnya hampir mencapai daerah selangkangannya, tiba-tiba, ben, di tempat tidur aja yuk! saya capek berdiri nih",1
"sebelum membalikkan badannya, susan memelorotkan rok mininya di hadapan saya dan tersenyum manis memandang ke arah saya",1
"susan mendekati saya, dan tangannya dengan lincah melepas celana panjang dan celana dalam saya hingga kini bukan hanya dia saja yang bugil di kamarnyabatang kemaluan saya yang tegang mengeras menandakan bahwa saya sudah siap tempur kapan saja",1
"lalu susan mengambil tangan saya, menggandeng dan menarik saya ke ranjangnyasesampainya di pinggir ranjang, susan berbalik dan mengisyaratkan agar saya tetap berdiri dan kemudian susan duduk di sisi ranjangnya",1
"oh, susan mengulum batang kemaluan saya dengan rakusnya",1
"gila, lalu dia dengan ganasnya pula menggigit halus, menjilat dan mengisap batang kemaluan saya tanpa ada jeda sedikitpun",1
"sudah 15 menit susan mengisapi batang kemaluan saya, lalu dia melepas mulutnya dari batang kemaluan saya dan merebahkan tubuhnya telentang di atas ranjangdia segera membuka dan mengangkangkan kedua pahanya lebar-lebar, membiarkan saya membenamkan muka saya di sekitar bibir vaginanya",1
kedua tangan saya lingkarkan di kedua pahanya dan membuka bibir vaginanya yang sudah memerah dan basah itu,1
"oh, rupanya sewaktu dia mandi sudah dibersihkan dan disabun dengan baik sehingga bau vaginanya harum",1
"ditambah menurut pengakuannya, bahwa dia tadi meminum ramuan pengharum vagina",1
"tanpa buang waktu lagi, saya menjulurkan lidah untuk menjilati bibir vaginanya dan clitorisnya yang tegang menonjol",1
"wow, susan menggelinjang hebatdesahannya mulai seru",1
"kadang pula susan melenguh, merintih, bahkan berteriak kecil menikmati gelitik lidah saya",1
terlebih ketika saya julurkan lidah saya lebih dalam masuk ke liang vaginanya sambil menggeser-geser ke clitorisnya,1
dan bibir saya melumat bibir vaginanya seperti orang sedang berciuman,1
"vaginanya mulai berdenyut hebat, hidungnya mulai kembang kempis,dan akhirnyaben, ohh, ben, udahh, entot saya ben!, susan mulai memohon kepada saya untuk segera menyetubuhinya",1
saya bangun dari daerah selangkangannya dan mulai mengatur posisi di atas tubuhnya dan menindihnya sambil memasukkan batang kemaluan saya ke dalam lorong vaginanya perlahan,1
dan akhirnya saya genjot vagina susan yang masih perawan itu secara perlahan dan jantan,1
"masih sempit, tapi remasan liangnya membuat saya makin penasaran dan ketagihan",1
saya merasakan ada sesuatu yang muncrat banyak sekali dari batang kemaluan saya sewaktu barang saya masih di dalam kehangatan liang sanggama susan,1
"sambil memandanginya, dalam hati saya berkata, akhirnya saya bisa juga ngelampiasin nafsu yang saya pendam selama ini",1
"thank s banget san, kalo nggak ada lo, saya kagak tau deh ke mana saya bawa nafsu saya ini, saya kecup keningnya,lalu saya segera berpakaian dan siap pergi dari rumah susan setelah saya lihat jam di mejanya, mengingatkan saya bahwa sebentar lagi keluarganya segera datangsaya kagak mau konyol kepergok lagi bugil berduaan bersama dengannya",1
apalagi masih ada noda darah perawan di sprei tempat tidurnya,1
tiga perempuan aneh (part ii) bisnis dengan tante girang baru kenal minta ditidurin,1
"karena sibuknya shooting sinetron, feby dan suaminya jarang mempunyai waktu luang untuk mereka, sehingga bruce sering datang ke lokasi shooting agar bisa mendapatkan waktu untuk bercinta dengan feby febiola, istrinya yang cantik",1
"bagi feby, bruce adalah pria pertama dan satu-satunya yang pernah menikmati kemulusan tubuh bintang lux tersebut",1
"bruce sangat pandai dalam bercinta, dan hampir tiap kali membuat feby merasakan nikmatnya sex",1
"bruce piawai menggunakan lidahnya, menyapu bibir vagina dan klitoris feby, membuat istrinya itu menggelinjang dan merintih-rintih kenikmatan",1
"walaupun demikian, feby tidak pernah mau mengulum penis bruce, apalagi melakukan anal sex seperti yang sering diminta oleh pria perancis itu",1
"feby lalu mengagumi buah dadanya sendiri di kaca, buah dada yang bulat dan penuh, dengan puting yang kemerahan",1
"feby tahu bahwa bruce-pun menyukai payudaranya, asal ia tidak terlalu keras meremas-remasnya, feby senang dengan perlakuan bruce pada buah dadanya itu",1
"sementara itu di kamar mandi, jay tak henti-hentinya mengocoki kemaluannya melihat adegan telanjang feby febiola",1
padahal aku ingin memberikan pelayanan untuknyajay yang ada di kamar mandi sudah tidak kuat lagi menahan nafsunya,1
tangan jay telah berada pada payudara bulat dan montok milik feby,1
ia seakan bermimpi ketika meremasi buah dada bintang pujaannya itu,1
"Ã¢â‚¬Åšooohhbruce feby mendesah merasakan nikmatnya payudaranya diremas-remas oleh jaypantat feby yang bulat indah itupun tampak di hadapan mata jay, menyebabkan kemaluan jay yang sudah tegang seakan mau meledak",1
tanpa berlama-lama jay membuka celananya sendiri dan segera menaruh kemaluannyooohh desah feby dan jay bersamaan ketika penis jay menembus liang vagina feby febiola,1
liang vagina feby masih rapat walaupun sudah setahun lebih menikah,1
"karena nafsunya sudah di puncak, jay mulai merasakan penisnya berdenyut-denyut, siap menumpahkan air maninya dalam lubang kemaluan feby",1
"dipercepatnya kocokan dalam kemaluan artis cantik itu, dan dalam sekejap jay pun menumpahkan spermanya dalam kemaluan feby febiola",1
"tapi jay terus memompa penisnya keluar masuk vagina feby sehingga tak lama kemudian, feby pun mencapai orgasme",1
feby terkapar lemas di sofa menikmati sisa-sisa orgasmenya setelah digarap jaysperma jay sebagian mengalir keluar dari vaginanya,1
tapi jay sepertinya belum puas karena penisnya kembali mengeras,1
iapun berkeinginan untuk merasakan jepitan payudara feby yang montok itu,1
jay kemudian meremas-remas payudara feby dengan lembut,1
kemudian ia menciumi bongkahan payudara yang montok itu,1
feby menggelinjang-gelinjang kegelian: ooohhbruce rintih feby manja,1
jay kemudian mengangkangi tubuh feby dan meletakkan penisnya yang sudah tegang itu di belahan dada montok yang selalu dimimpikannyafeby menekan kedua buah dadanya sehingga penis jay terjepit erat ditengah,1
jay tidak membuang waktu dan segera memaju mundurkan penisnya di tengah jepitan payudara feby,1
dalam sekejap penis jay memuntahkan sperma yang mengalungi leher jenjang feby,1
dengan tiba-tiba jay memasukkan penisnya kedalam mulut feby tepat ketika penisnya menyemprotkan muntahan sperma kedua,1
mau tak mau feby febiola menelan sperma jay dan membuat bintang film cantik itu ingin muntah,1
kini ia harus menelan spermanya pula,1
feby cepat-cepat bankit berdiri berusaha memuntahkan sperma di mulutnyajay kemudian menunggingkan feby sehingga pantatnya yang padat itu terangkat ke atas,1
ia kemudian menyibakkan belahan pantat feby dan menaruh ujung penisnya di depan anus perawan feby febiola,1
bruce jangan kamu kan tahu saya tidak mauaahh feby febiola menjerit keras kesakitan ketika anusnya ditembus oleh penis jaylubang pantatnya yang sempit dan masih perawan itu diperkosa dengan kasar oleh jay,1
wanita cantik itu menangis sambil meremasi sofa tempat ia digagahi melalui anus oleh suaminya,1
"tak lama kemudian, jay memuntahkan spermanya dalam lubang anus feby",1
ooohhbrucekamu tega sekali tangis feby kesakitandarah bercampur sperma mengalir keluar dari liang anus feby yang baru saja diperawani jay,1
diusapnya darah dan sperma dari pantat bintang lux yang cantik itu dengan celana dalamnya,1
"kepuasan yang diberikan rekan kerja suamiku bercinta dengan suster cantik berjilbab dipaksa pacar ngentot saat malam valentaine ml dengan cewek cantik yang juga akan dijodohkan p akibat buah terlarang 07:37 310 istri sudah punyaistriku cantik, seksi dan selalu menggairahkan",1
"aku hanya memandanginya saja sambil menikmati minuman ringan, dan mendengarkan lagu-lagu yang dilantunkan pengunjung secara bergantian",1
bahkan aku mulai berani meraba-raba dan meremas-remas pahanya,1
"dan setiap kali datang, selalu saja gadis itu yang menemaniku",1
bahkan wajahnya dan lehernya kuhujani dengan ciuman-ciuman yang membangkitkan gairah,1
aku mendengar dia mendesah kecil dan merintih tertahan,1
aku tahu kalau reni sudah mulai dihinggapi kobaran api gairah asmara yang membara,1
"perlahan aku membaringkan tubuhnya di atas ranjang dan satu persatu aku melucuti pakaian yang dikenakan reni, hingga tanpa busana sama sekali yang melekat di tubuh reni yang padat berisireni mendesis dan merintih pelan saat ujung lidahku yang basah dan hangat mulai bermain dan menggelitik puting payudaranya",1
tapi itu sudah cukup membuat reni menggelinjang dan semakin bergairah,1
"tergesa-gesa aku menanggalkan seluruh pakaian yang kukenakan, dan menuntun tangan gadis itu ke arah batang peniskuentah kenapa, tiba-tiba reni menatap wajahku, saat jari-jari tangannya menggenggam batang penis kebanggaanku ini, tapi hanya sebentar saja dia menggenggam penisku dan kemudian melepaskannya",1
"jangan, omm, desah reni tertahan, ketika aku mencoba untuk membuka kembali lipatan pahanyadia malah menggigit bahuku, tidak sanggup untuk menahan gairah yang semakin besar menguasai seluruh bagian tubuhnya",1
"saat itu reni kemudian tidak bisa lagi menolak dan melawan gairahnya sendiri, sehingga sedikit demi sedikit lipatan pahanya yang menutupi vaginanya mulai sedikit terkuak, dan aku kemudian merenggangkannya kedua belah pahanya yang putih mulus itu sehingga aku bisa dengan puas menikmati keindahan bentuk vagina gadis muda ini yang mulai tampak merekah",1
"dan matanya langsung terpejam saat merasakan sesuatu benda yang keras, panas dan berdenyut-denyut mulai menyeruak memasuki liang vaginanya yang mulai membasahdia menggeliat-geliat sehingga membuat batang penisku jadi sulit untuk menembus lubang vaginanya",1
"berhasil!, begitu kepala penisku memasuki liang vagina reni yang sempit, aku langsung menghentakkan pinggulku ke depan sehingga batang penisku melesak ke dalam liang vagina reni dengan seutuhnya, seketika itu juga reni memekik tertahan sambil menyembunyikan wajahnya di bahuku, seluruh urat-urat syarafnya langsung mengejang kakusaat itu aku juga sangat tersentak kaget, aku merasakan bahwa batang penisku seakan merobek sesuatu di dalam vagina reni, dan ini pernah kurasakan pula pada malam pertamaku, saat aku mengambil kegadisan dari istriku",1
aku hampir tidak percaya bahwa malam ini aku juga mengambil keperawanan dari gadis yang begitu aku sukai ini,1
dan aku seolah masih tidak percaya bahwa reni ternyata masih perawan,1
"aku bisa mengetahui ketika kuraba pada bagian pangkal pahanya, terdapat cairan kental yang hangat dan berwarna merahdan rasa terkejutku seketika lenyap oleh desakan gairah membara yang begitu berkobar-kobar",1
"aku mulai menggerak-gerakan tubuhku, agar penisku dapat bermain-main di dalam lubang vagina renny yang masih begitu rapat dan kenyal, sementara reni sudah mulai tampak tidak kesakitan dan sesekali tampak di wajahnya dia sudah bisa mulai merasakan kenikmatan dari gerakan-gerakan maju mundur penisku seakan membawanya ke batas ujung dunia tak bertepimalam itu juga reni menyerahkan keperawannya padaku tanpa ada unsur paksaanmeskipun dia kemudian menangis setelah semuanya terjadi, dan aku sendiri merasa menyesal karena aku tidak mungkin mengembalikan keperawanannya",1
aku tidak tahu kalau kamu masih perawan,1
"sedangkan aku masih duduk di ranjang ini, bersandar pada kepala pembaringan",1
"reni menggeliat sedikit, tapi tidak menolak ketika aku membawanya kembali berbaring di atas ranjang",1
"gairahku kembali bangkit saat handuk yang melilit tubuhnya terlepas dan terbentang pemandangan yang begitu menggairahkan datang dari keindahan kedua belah payudaranya yang kencang dan montok, serta keindahan dari bulu-bulu halus tipis yang menghiasi di sekitar vaginanya",1
"dan secepat kilat aku kembali menghujani tubuhnya dengan kecupan-kecupan yang membangkitkan gairahnyareni merintih tertahan, menahan gejolak gairahnya yang mendadak saja terusik kembali",1
"renny menyeringai dan merintih tertahan sambil mengigit-gigit bibirnya sendiri, saat aku sudah mulai menggerak-gerakan pinggulku dengan irama yang tetap dan teratur",1
beberapa kali reni memekik tertahan dengan tubuh terguncang dan menggeletar bagai tersengat kenikmatan klimaks ribuan volt,1
kali ini reni mencapai puncak orgasme yang mungkin pertama kali baru dirasakannya,1
"tubuhnya langsung lunglai di pembaringan, dan aku merasakan denyutan-denyutan lembut dari dalam vaginanya, merasakan kenikmatan denyut-denyut vagina reni, membuatku hilang kontrol dan tidak mampu menahan lagi permainan ini hingga akhirnya aku merasakan kejatan-kejatan hebat disertai kenikmatan luar biasa saat cairan spermaku muncrat berhamburan di dalam liang vagina renny",1
"perempuan nakal yang membangkitkan nafsu seksku dihadiah sahabat di bulan maret ngentot selingkuhan dinda, cintaku yang kembali",1
aku ingin menjamah payudara yg ditutupi gairah seorang perempuan,1
"meraba, menciumi wajah cantik seorang hawa",1
"haiii!  huaasialan lu rin hampir saja jantungku copot ternyata yg datang adalah bidadari dari antariksa namanya rina dia adalah sepupuku, umurnya sebaya denganku, tampangnya biasa tapi entah kenapa banyak cowok yg naksir sama rina kalau bodinya sih lumayan kadang-kadang aku suka berkhayal ngentotin sirina",1
segera tanganku kuarahkan untuk memeluknya dan tangan yg satu lagi mendarat tepat di atas tumpukan payudaranya,1
"tampak rina terkaget tapi dia tetap membiarkanku memperlakukannya seperti itu, sambil terus melumat bibirnya tanganku mulai meremas-remas payudaranya",1
"kemudian tanganku mulai masuk kedalam bajunya dan tak sampai seditik, tanganku menemukan apa yg dia cari payudara sepupuku rina yg terbungkus dengan bra",1
"tanpa berdoa terlebih dahulu kutarik bhnya keatas kemudian terbebaslah payudaranya dari balutan bh tadi, sehingga tanganku bisa meremas payudaranya yg kenyal langsung tanpa dihalangi apapun",1
debaran jantung dan adrenalin menjadikan suasana seperti berada dalam dunia mimpimeremas payudara tanpa dihalangi apapun benar2 nyaman sekali tunggu diini udah kelewat batas,1
"tadikan lu yg nantingin gua  sambil menarik bajunya keatas, menyembullah payudara seorang gadis berumur 18 tahun oh indahnya dunia kurasakan",1
"pemandangan ini lebih indah daripada cagar alam kebun raya bogor aku benar2 terkesima, payudaranya menggantung bulat berbalut kulit putih bersih",1
putingnya mencuat kecoklatan seperti memanggilku untuk menghisapnya tanpa pikir panjang kuarahkan bibirku kearah payudaranya,1
rina berusaha melawan dan mengahalingi kepalaku dengan tangannya tapi tenagaku jauh lebih kuat sehingga mulutku akhirnya sampai di puting coklat itu,1
kuhisap sambil meremas payudaranya yg satu lagi ahh,1
menurutku malah berdosa kalau kubiarkan puting susu itu terbengkalai tanpa ada yg menjamahnya payudara diciptakan untuk diremas dan dihisap berdosalah orang-orang yg membiarkan payudara anak gadis tanpa menyentuhnya sama sekali,1
tampaknya rini sudah mulai memasuki alam dunia kenikmatan pikirku,1
ini seperti cerita sex yg slalu kubaca setiap malam penuh dengan gelora,1
"akan ku telanjangi dia akan kubawa dia meniti indahnya dunia,akhirnya malam itu kami melakukan hubungan badan layaknya suami istritemanku menyuruhku memasang togel 4 angka jitu diambil dari mimpiku tadi",1
aku sepakat dengan rina untuk memasang togel 4d 2 ratus ribu dan dueerr kami berdua mendadak mendapat uang ratusan juta rupiah,1
kami sekarang bisa hidup dengan berkecukupancerita bokep ngentot dengan guruku yang hot cerita ngentot cewe hyper sex sering ganti pasanga,1
ml gadis abg perawan di hotel sampai mendesah cerita dewasa ngentot ibu tiri dan pembantuku,1
"tidak beberapa lama keluarlah seorang gadis manis yang memakai kaos bergambar hello kitty kedodoran sehingga tidak terlihat bahwa gadis itu memakai celana, walaupun akhirnya saya melihat dia memakai celana pendek",1
sehingga gadis manis itu mempersilakan saya masuk dahulu,1
"saat saya memasuki ruang tengah rumah itu, saya menjumpai seorang gadis manis lagi yang sedang asyik nonton tv, tapi melihat kami masuk ia seperti gugup dan mematikan tv yang ditontonnyaaku segera mencari posisi terdekat untuk duduk, tiba-tiba saat aku mengangkat bantal yang ada di atas kursi yang akan aku duduki aku menemukan sebuah dvd porno yang segera kuletakkan di sebelahku sambil aku berkata, eh, kalo ini punya kamu nyimpannya yang bener nanti ketahuan lho",1
"ternyata, entah karena mereka sudah horny  gara-gara film bf yang mereka tonton itu, astrid segera mendekatiku dengan malu-maludengan jantung yang berdegup kencang aku membiarkan astrid mulai membuka retsleting celanaku dan terlihat penisku yang masih tergeletak lemastanpa dijawab astrid hanya memegangi penisku yang mulai menegang",1
"coba kamu raba dan elus-elus terus, jawabkukalo di film kok kayaknya diremas-remas terus juga dimasukin mulut namanya apa sih?, tanyanya lagiketegangan penisku hampir mencapai maksimalnah ukuran segini biasanya cowok mulai dapat memulai untuk bersetubuh, gimana kalo sekarang aku kasih tahu tentang alat kelamin wanita, emm, vagina namanya, mintakutanpa banyak tanya ternyata astrid segera melepaskan celananya sehingga terlihat vaginanya yang masih ditutupi bulu-bulu halus, astrid duduk di sampingku sehingga dengan mudah aku mengelus-elus bibir vaginanya dan mulai memainkan clitorisnyatiba-tiba dini yang sudah telanjang bulat memasukkan penisku ke mulutnyatiba-tiba terjadi gigitan kecil di penisku, tapi kubiarkan saja dan mengarahkan tangan kiriku ke vaginanya sambil kuciumi dan kujilati vagina astridvagina astrid mulai dibasahi oleh lendir-lendir pelumas yang meleleh keluar",1
"wah boleh, jawabku sambil mencabut penisku dari mulut diniaku mengangkangkan pahanya dan memainkan jariku di lubang vaginanya agar membiasakan vagina yang masih perawan itudan aku pelan-pelan mulai menusukkan penisku ke dalam liang vagina astrid, walau susahnya setengah mati karena pasti masih perawan",1
